"yyyymm","date","pi","tb3m","pistar.ptr","rstar","rstar.lb","rstar.ub","earr","eprr","pistar","pistar.lb","pistar.ub","pihat"
199006,1990-04-01,3.57901704798067,7.74666666666667,3.87,1.18901383762304,-0.15688524913919,2.2824377613491,3.81026813118573,4.167649618686,3.89033332857281,3.6994987131291,4.08220549367148,3.97873529313619
199009,1990-07-01,4.98968614994624,7.47666666666667,3.988032787,1.18360702701818,-0.162298987068775,2.28070190279403,3.08639705602065,2.48698051672043,3.92284170561531,3.73174597253219,4.11379183565221,4.65977854024537
199012,1990-10-01,5.21370977677265,6.99,3.898360656,1.1775125486637,-0.166560063156785,2.27506195539829,2.68318541298912,1.77629022322735,3.90269360862934,3.71226263148367,4.09441754074566,4.62003712986578
199103,1991-01-01,1.97735933822791,6.02333333333333,3.91220339,1.17140860977838,-0.175113767486502,2.27064113917818,3.0596763694747,4.04597399510542,3.86123893213991,3.66962221787631,4.05307398495195,2.55032571154324
199106,1991-04-01,2.12331905140779,5.56,3.94,1.16605452787009,-0.178505007282145,2.26588838129206,2.81785318444463,3.43668094859221,3.81211479390729,3.62014676708033,4.00287065955193,2.36214244470854
199109,1991-07-01,2.70043542980147,5.37666666666667,3.68,1.16118117746476,-0.181796713762897,2.26249557714415,2.48973428328412,2.67623123686519,3.69636133520715,3.50545557627882,3.88606527867069,2.73190560985024
199112,1991-10-01,2.86051059066423,4.54,3.6,1.15410851827027,-0.186676923380312,2.25580861767263,1.79341768558597,1.67948940933577,3.57899341380809,3.38855973068179,3.77002799572358,2.75838199094333
199203,1992-01-01,2.45425622748776,3.89333333333333,3.3,1.14748057427963,-0.192806813036924,2.25056522656569,1.35935328228942,1.43907710584557,3.44868780535115,3.25712864801006,3.64047739602678,2.46908852561892
199206,1992-04-01,2.64891062598842,3.68,3.5,1.14201230828714,-0.198239366391579,2.24759414352014,0.999008661002091,1.03108937401158,3.41840308444232,3.22786020609468,3.60921531655597,2.59054222245125
199209,1992-07-01,2.53853049784283,3.08333333333333,3.35,1.13635012038026,-0.204562951682558,2.24370450594733,0.551074689522109,0.544802835490505,3.33292362979253,3.14113837085329,3.52352028047586,2.50599330323162
199212,1992-10-01,2.8069510513248,3.07,3.2,1.13306982718538,-0.207705269569654,2.2413130633974,0.391247404279431,0.263048948675198,3.24727635773423,3.05652966049462,3.43811675762444,2.63349645556966
199303,1993-01-01,2.36914190161315,2.96,3.1,1.13004313578279,-0.21226523260076,2.24013109253793,0.411699340430925,0.590858098386852,3.18684384925683,2.99479001804457,3.3780748575618,2.39948173842672
199306,1993-04-01,2.69077971883753,2.96666666666667,3.3,1.12700307842711,-0.215205969432997,2.23939322491938,0.361526765925626,0.275886947829134,3.18482355401211,2.99319841152302,3.37555941125399,2.47786699253445
199309,1993-07-01,1.74089297594122,3.00333333333333,3.05,1.1244523345962,-0.217180353805736,2.23855957122479,0.723452991588037,1.26244035739211,3.10909255316974,2.91807197445133,3.30023804882158,1.94346446195584
199312,1993-10-01,2.28961455201215,3.06,3.05,1.12227925816267,-0.217990073442069,2.23929712922853,0.732601865752549,0.770385447987846,3.07684646478629,2.88568614382007,3.26732198502224,2.12622180981564
199403,1994-01-01,1.41786302687876,3.24333333333333,3.05,1.12186214037102,-0.220547302516695,2.23980732856813,1.22657720189495,1.82547030645457,3.06161798061743,2.87031880939928,3.2518007207093,1.68453372797351
199406,1994-04-01,2.22026511932754,3.98666666666667,3.1,1.12252214342177,-0.218411663721703,2.23945778726915,1.54596290578919,1.76640154733913,3.07106331950078,2.88019809506409,3.26240312491967,2.23247545311799
199409,1994-07-01,2.84069573479329,4.47666666666667,3.1,1.12255631306222,-0.216849819355566,2.24326726435488,1.84721611026763,1.63597093187338,3.06220959567233,2.87200076588637,3.25280775197521,2.61357035304366
199412,1994-10-01,1.87793772168305,5.28,3.1,1.12419192171346,-0.215875957845037,2.24641210213732,2.81986006068311,3.40206227831695,3.02827131757631,2.8376894396634,3.21961947565174,2.11179181928146
